iso3,year,gdp
JPN,2022,4534320578755.848
JOR,2022,44009762839.50163
KAZ,2022,221549683201.0985
KEN,2022,94807911027.625
KIR,2022,254185355.4513369
PRK,2022,
KOR,2022,1740868427277.0076
XKX,2022,8250627929.713088
KWT,2022,121991940846.71709
KGZ,2022,8455209116.531332
LAO,2022,19570648221.68624
LVA,2022,30831235007.8675
LBN,2022,33944395264.17689
LSO,2022,2211855514.8791666
LBR,2022,3428189426.3946424
LBY,2022,50625917039.57107
LIE,2022,
LTU,2022,53474129886.97055
LUX,2022,70188819483.62811
MAC,2022,23110764976.518177
MDG,2022,13347233960.443811
MWI,2022,11531564448.649977
MYS,2022,387694727478.7773
MDV,2022,5733717713.57584
MLI,2022,20215515808.518387
MLT,2022,16984786096.093271
MHL,2022,221100000.0
MRT,2022,7687691068.956831
MUS,2022,13322509534.08515
MEX,2022,1287850323410.0095
FSM,2022,328484228.25596106
MDA,2022,9133384074.972034
MCO,2022,8328781591.628816
MNG,2022,14441951078.837976
MNE,2022,4869340027.242338
MAR,2022,126031434844.7856
MOZ,2022,19465045724.740444
MMR,2022,63151698289.33271
NAM,2022,11285723330.952017
NRU,2022,99840563.67155702
NPL,2022,33089761144.510345
NLD,2022,916513359459.6711
NCL,2022,
NZL,2022,218336637842.8635
NIC,2022,14644146345.718866
NER,2022,14346774735.50262
NGA,2022,535335926240.9961
MKD,2022,11449348867.205442
MNP,2022,896763636.3636364
NOR,2022,434497344228.6068
OMN,2022,88892516940.1985
PAK,2022,400224894618.8573
PLW,2022,215413135.6451959
PAN,2022,70048985344.86108
PNG,2022,25173614524.029217
PRY,2022,42037903094.74487
PER,2022,223198050485.2509
PHL,2022,407730367707.3934
POL,2022,637150470884.7329
PRT,2022,230002605108.70703
PRI,2022,95456906860.82306
QAT,2022,170908036353.71024
ROU,2022,230770154206.9284
RUS,2022,1484605556957.561
RWA,2022,12946823701.930689
WSM,2022,798752767.8644394
SMR,2022,1730866817.5849664
STP,2022,317558772.390522
SAU,2022,859301066620.7877
SEN,2022,25297546478.504177
SRB,2022,52365263375.31141
SYC,2022,1902424765.176896
SLE,2022,8914856495.10508
SGP,2022,384550906479.0062
SXM,2022,1361800675.6173792
SVK,2022,102944982587.62164
SVN,2022,53386809690.27179
SLB,2022,1509636294.9660254
SOM,2022,8194206884.511174
ZAF,2022,360788046853.641
SSD,2022,
ESP,2022,1345296618859.6665
LKA,2022,89459202881.05759
KNA,2022,982030904.704784
LCA,2022,2006689780.759637
MAF,2022,
VCT,2022,869849273.020018
SDN,2022,48061119947.982414
SUR,2022,4412832154.845643
SWE,2022,575505409859.5558
CHE,2022,795248228754.8405
SYR,2022,15999183136.033363
TJK,2022,13499136339.224829
TZA,2022,67159014151.45101
THA,2022,450410744554.8572
TLS,2022,2161456508.5749083
TGO,2022,7842296104.315074
TON,2022,482629585.7572904
TTO,2022,21472954153.103645
TUN,2022,48277261609.99678
TUR,2022,1194401442556.9524
TKM,2022,54595451255.39505
TCA,2022,1934985875.6539724
TUV,2022,45116847.77562777
UGA,2022,44147216889.62398
UKR,2022,72309415409.67384
ARE,2022,430077804445.49365
GBR,2022,3223545410805.621
USA,2022,21443388432051.027
URY,2022,61810768801.32092
UZB,2022,124966702851.26324
VUT,2022,857832270.1819118
VEN,2022,
VNM,2022,360611028837.664
VIR,2022,3898534418.3564568
PSE,2022,15635000000.0
YEM,2022,
ZMB,2022,26175604214.18955
ZWE,2022,21990477716.18896
